,text,likey,retweet
0,1557460710090805250,"오,, 여기에 각종 자격증 학원비 등등 전공 분야와 스펙에 도움되는 것들도 여쭤나 보세요.. 특히 딸들은 부모의 실제상황보다 더 부담을 안고 걱정하는 경우가 많으므로.. 안된다면 말지 하는 마음으로 지원을… https://t.co/v1TVmLBydx",2022-08-10 20:15:44
1,1557460709000478720,RT @BRILLER__613: 호비 길냥이 구조 해줬던 얘기 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ직접 입양처까지 찾아줬었어 ㅠㅠㅠㅠㅠㅠ https://t.co/aT0mPqrshD,2022-08-10 20:15:43
2,1557460705565372416,"RT @News1Kr: [단독] 갓세븐 박진영, 폭우 피해 복구 위해 3000만원 기부…선한 영향력 #뉴스1

https://t.co/awDcwoxReZ

사진 출처= BH엔터테인먼트 © 뉴스1

#Jinyoung #진영 #박진영 
#GOT7 @JI…",2022-08-10 20:15:43
3,1557460703048499200,RT @Kimnocsn: 우리 호비 아픈 고양이 구조해서 주인까지 찾아줬구나ㅠㅠㅠㅠㅠ https://t.co/OVJTCKZyIj,2022-08-10 20:15:42
4,1557460700817068032,"RT @TXT_members: MC 수빈입니다!
뮤뱅 덕분에 대리도 해보고 좋네요 ㅋㅋㅋ
오늘 뭔가 평소보다 나이가 있어 보이지 않았나요 ㅎㅎ?
담주 뮤뱅도 꼭 챙겨봐주세요~

#TOMORROW_X_TOGETHER #수빈 #SOOBIN https:/…",2022-08-10 20:15:41
5,1557460688821428225,"RT @cherrygirls_9: [220810] Jiwon (@/jiwxoxni) IG update:

""I started, hi:)""

#JIWON #지원 #CherryBullet #체리블렛 @cherrybullet https://t.co/4HP…",2022-08-10 20:15:39
6,1557460683247464449,"RT @jinjin_12041224: 8월 10일 
💜에피파니 4주년이벤트💜

#RT 추첨을통해

1분께  10cm 인형옷인 
✔찌니옷장중  택1 드리겠습니다

(햄찌니🐹원하시면 3차제작완료 후 보내드려요)

해시태그도 써주시면 더 감사드려요💜
에피…",2022-08-10 20:15:37
7,1557460677328924672,RT @akaihonowa: 스바루는 슬픔이라는 감정을 스스로 회피하고 정리하지 못하는데 트릭스타를 만나면서 슬픔이라는 감정을 깨닫게되고 구원받음 그리고 빅뱅에서도 이부분 한번 더 꼬집어준거 좋았어 마오가 저내용 마주하게하고 호쿠토가 울고싶으면 울고…,2022-08-10 20:15:36
8,1557460669104287745,@VirgoSpica_ ㅠㅠㅠㅠ 다행이지만 ㅠㅠ헝헝 매크로 멀리 치워놨으니까 이제 실수할일없다!!,2022-08-10 20:15:34
9,1557460646266310656,RT @BOMOzzang: 전하가 먹짱이라 다행입니다. https://t.co/DbJxVKii0B,2022-08-10 20:15:28
10,1557460644223500292,"RT @ioi_official_: 아이오아이(I.O.I) Mnet 엠카운트다운 본방사수 하셨나요~? 오늘도 많은 응원 너무너무너무 감사드립니다!! 
#아이오아이 #너무너무너무 https://t.co/g30lyv9lw3",2022-08-10 20:15:28
11,1557460636094717952,RT @shinmilla: 박스에 담겨 유기된 청실이 홍실이가 가족을 찾고 있어요. 구조 후 기본검진도 다 마쳤고 접종도 2차까지 마쳤다고 합니다. 너무 예쁘지 않나요..ㅠ,2022-08-10 20:15:26
12,1557460633297121281,"RT @ASTRO_Staff: [📸] 🌟220810 #SEOULFESTA2022 🌟

언제 어디서나 함께해 주는 아로하 덕분에
오늘 하루도 완벽하게 마무리‼️

늦은 시간까지 자리를 지켜주신
아로하 여러분 감사드리고,
모두 안전 귀가 하세요💜

#아…",2022-08-10 20:15:25
13,1557460596227903488,"RT @_Ryu_San: 💙잭님 생일이벵💙

🎉٩(*°▾°*)۶🎉
#rt 추첨 한분께 
잭님 컨셉 매듭팔찌 드려요!

- 당발은 생일 3일 전인 8월 18일!
- rt 하시면 참여 완료!
(gs반택 or 준등기로 보내드립니다.) https://t.c…",2022-08-10 20:15:17
14,1557460585096232960,"RT @pinktail_ass: ""지금 좁은 방 얘기는 좀 뜬금 없다.""는 말이 있어 덧붙인다. 5평 이하 작은 주거공간은 그 공간 자체의 비인간성도 있지만 재난에도 엄청나게 취약한 구조다. 어딘가의 자투리 공간이거나 좀 더 큰 공간을 임대를 위해…",2022-08-10 20:15:14
15,1557460710090805250,"오,, 여기에 각종 자격증 학원비 등등 전공 분야와 스펙에 도움되는 것들도 여쭤나 보세요.. 특히 딸들은 부모의 실제상황보다 더 부담을 안고 걱정하는 경우가 많으므로.. 안된다면 말지 하는 마음으로 지원을… https://t.co/v1TVmLBydx",2022-08-10 20:15:44
16,1557460709000478720,RT @BRILLER__613: 호비 길냥이 구조 해줬던 얘기 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ직접 입양처까지 찾아줬었어 ㅠㅠㅠㅠㅠㅠ https://t.co/aT0mPqrshD,2022-08-10 20:15:43
17,1557460705565372416,"RT @News1Kr: [단독] 갓세븐 박진영, 폭우 피해 복구 위해 3000만원 기부…선한 영향력 #뉴스1

https://t.co/awDcwoxReZ

사진 출처= BH엔터테인먼트 © 뉴스1

#Jinyoung #진영 #박진영 
#GOT7 @JI…",2022-08-10 20:15:43
18,1557460703048499200,RT @Kimnocsn: 우리 호비 아픈 고양이 구조해서 주인까지 찾아줬구나ㅠㅠㅠㅠㅠ https://t.co/OVJTCKZyIj,2022-08-10 20:15:42
