,text,likey,retweet
0,1557396396210282496,"RT @blueseahy0802: 멀리 제주에서 #혜화1117 책을 늘 응원해주시는 책방 책자국 #인스타그램 계정에서 반가운 사진과 글을 발견. 폭우로, 폭우를 전후하여 일어나는 여러 일들로 마음이 꺼질 것 같은 오후를 이겨낼 수 있게 해주셨다. #…",2022-08-10 16:00:10+00:00
1,1557396394842894336,"RT @dlklee: 폭우 속에서도 골목 쓰레기는 수거되었고, 우편물과 택배가 왔고, 지하철 역사는 청소되었다. 익명의 고된 노동이 밤을 지샐 때, 새벽3시까지 전화를 돌렸다는 윤은 통곡의 반지하 앞에서 노란점퍼를 입고 홍보용 사진을 찍었다. 약자의…",2022-08-10 16:00:10+00:00
2,1557396391827480581,RT @feedforyou11: 어제자 폭우 톰보이 빌런 등장 https://t.co/5Tgf5XsNW3,2022-08-10 16:00:09+00:00
3,1557396378627674112,"RT @dlklee: 폭우 속에서도 골목 쓰레기는 수거되었고, 우편물과 택배가 왔고, 지하철 역사는 청소되었다. 익명의 고된 노동이 밤을 지샐 때, 새벽3시까지 전화를 돌렸다는 윤은 통곡의 반지하 앞에서 노란점퍼를 입고 홍보용 사진을 찍었다. 약자의…",2022-08-10 16:00:06+00:00
4,1557396377029660673,"RT @News1Kr: [단독] 갓세븐 박진영, 폭우 피해 복구 위해 3000만원 기부…선한 영향력 #뉴스1

https://t.co/awDcwoxReZ

사진 출처= BH엔터테인먼트 © 뉴스1

#Jinyoung #진영 #박진영 
#GOT7 @JI…",2022-08-10 16:00:05+00:00
5,1557396337783898112,RT @BnrxgllDlgev23v: @Yeon_Harang 저도 이런 사진 받았어요.. 현재 청주래요. 폭우가 아래로 내려가고 있나 봐요.  너무 무서워요.ㅠㅠ  저도 도로 위에서 침수될 뻔 하고 나서 비오는날 운전이 무서워졌어요..ㄷㄷㄷ http…,2022-08-10 15:59:56+00:00
6,1557396335804153856,"RT @museun_happen: 폭우속 로켓배송 근황

쿠팡쪽은 진짜 뇌 빼고 사는 건가 https://t.co/T2pAQzA5sz",2022-08-10 15:59:56+00:00
7,1557396335266914304,"RT @0K__00: 아니 이걸 왜 시민들이 하냐고.... 
얼마나 답답한 상황이면 시민들이 달려와서 하는지... 참...ㅠㅠ 더이상 집중폭우로 인한 피해가 적었으면 좋겠다...",2022-08-10 15:59:56+00:00
8,1557396331760877568,RT @BnrxgllDlgev23v: @Yeon_Harang 저도 이런 사진 받았어요.. 현재 청주래요. 폭우가 아래로 내려가고 있나 봐요.  너무 무서워요.ㅠㅠ  저도 도로 위에서 침수될 뻔 하고 나서 비오는날 운전이 무서워졌어요..ㄷㄷㄷ http…,2022-08-10 15:59:55+00:00
9,1557396327599747072,"RT @topstarnews: '아미들 조심해요' 방탄소년단 지민, 미국에서 전해온 팬사랑...폭우 피해 염려 '날씨 요정' #방탄소년단지민 #지민 #JIMIN #ジミン #朴智旻 #جيمين #PARKJIMIN #BTS #BTSJIMIN #BTSAR…",2022-08-10 15:59:54+00:00
